date,location_name,pm25
2024-04-09,Traralgon,2.818875
2024-04-10,Alphington,3.473125
2024-04-10,Box Hill,2.03375
2024-04-10,Brighton,2.8589166666666666
2024-04-10,Dandenong,2.0056666666666665
2024-04-10,Melbourne CBD,5.220583333333333
2024-04-10,Melton,1.356375
2024-04-10,Traralgon,3.9704583333333336
2024-04-11,Alphington,3.1847083333333335
2024-04-11,Box Hill,1.72225
2024-04-11,Brighton,2.4607391304347828
2024-04-11,Dandenong,2.0893333333333333
2024-04-11,Melbourne CBD,4.860708333333333
2024-04-11,Melton,0.44041666666666673
2024-04-11,Traralgon,3.0842916666666667
2024-04-12,Alphington,4.479375
2024-04-12,Box Hill,2.411826086956522
2024-04-12,Brighton,2.200041666666667
2024-04-12,Dandenong,3.164
2024-04-12,Melbourne CBD,4.31575
